0;Pacífico (Madrid Metro);40.40126;-3.6751312000000005
1;Sierra de Guadalupe (Madrid Metro);40.3821641;-3.6247187000000007
2;Atocha (Madrid Metro);40.408851299999995;-3.6924845
3;Portazgo (Madrid Metro);40.3926609;-3.6586792
4;Bilbao (Madrid Metro);40.4290543;-3.7021816
5;Antón Martín (Madrid Metro);40.41246760000001;-3.6993693
6;Chamberí (Madrid Metro);40.4323;-3.69772
7;Alvarado (Madrid Metro);40.4503359;-3.7033108
8;Estrecho (Madrid Metro);40.454283600000004;-3.7030217000000003
9;Pinar de Chamartín (Madrid Metro);40.4801375;-3.6667998999999996
10;Cuatro Caminos (Madrid Metro);40.446971600000005;-3.7039697
11;Villa de Vallecas (Madrid Metro);40.3795968;-3.6213019999999996
12;Iglesia (Madrid Metro);40.4349206;-3.6989767
13;Alto del Arenal (Madrid Metro);40.3897726;-3.6452193999999998
14;Puente de Vallecas (Madrid Metro);40.39819620000001;-3.6690553999999995
15;La Gavia (Madrid Metro);40.3692237;-3.6125821000000005
16;Tetuán (Madrid Metro);40.46055629999999;-3.6982512
17;Tirso de Molina (Madrid Metro);40.4123454;-3.70466
18;Menéndez Pelayo (Madrid Metro);40.404451;-3.6809847
19;Miguel Hernández (Madrid Metro);40.3873756;-3.6397031
20;Valdecarros (Madrid Metro);40.3600682;-3.5931642999999998
21;Tribunal (Madrid Metro);40.426187;-3.7011027000000003
22;Plaza de Castilla (Madrid Metro);40.4668983;-3.6891989
23;Buenos Aires (Madrid Metro);40.391561700000004;-3.6539084
24;Sol (Madrid Metro);40.4167635;-3.7036371
25;Valdeacederas (Madrid Metro);40.4644218;-3.6950594
26;Nueva Numancia (Madrid Metro);40.3955396;-3.6641392999999995
27;Madrid Atocha railway station;40.406528;-3.6893730000000002
28;Bambú (Madrid Metro);40.476811700000006;-3.6763701
29;Congosto (Madrid Metro);40.372384600000004;-3.6188449
30;Ríos Rosas (Madrid Metro);40.4419664;-3.7012714
31;Las Suertes (Madrid Metro);40.3632247;-3.5995284
32;Gran Vía (Madrid Metro);40.420010299999994;-3.7018052000000004
33;Madrid Chamartín railway station;40.472101;-3.6826857000000004
34;Las Rosas (Madrid Metro);40.4237466;-3.6033062999999994
35;La Almudena (Madrid Metro);40.4236175;-3.6391412000000005
36;Ventas (Madrid Metro);40.430885100000005;-3.6636615
37;Banco de España (Madrid Metro);40.4190564;-3.6949688999999997
38;Goya (Madrid Metro);40.4250659;-3.6743144
39;Ópera (Madrid Metro);40.4181665;-3.7094163
41;Santo Domingo (Madrid Metro);40.4213164;-3.7079598
42;Retiro (Madrid Metro);40.420302899999996;-3.6862483999999998
43;Manuel Becerra (Madrid Metro);40.427906899999996;-3.6692552000000003
44;Avenida de Guadalajara (Madrid Metro);40.4223943;-3.6120645
45;Alsacia (Madrid Metro);40.418288200000006;-3.6235082000000003
46;San Bernardo (Madrid Metro);40.4297496;-3.7057432999999995
47;Canal (Madrid Metro);40.4384107;-3.7043303999999995
49;La Elipa (Madrid Metro);40.4266173;-3.6505221
50;Príncipe de Vergara (Madrid Metro);40.4229427;-3.6801218
51;Plaza de España-Noviciado (Madrid Metro);40.4248706;-3.7074324
52;Quevedo (Madrid Metro);40.4332213;-3.7043352
53;Sevilla (Madrid Metro);40.418054;-3.6992502999999997
54;Villaverde Alto (Madrid Metro);40.34163;-3.712478
55;Callao (Madrid Metro);40.4201343;-3.7057717000000006
56;El Casar (Madrid Metro);40.3184662;-3.7098354
57;Lavapiés (Madrid Metro);40.4085124;-3.700908
58;San Fermín-Orcasur (Madrid Metro);40.369993799999996;-3.6941721
59;Legazpi (Madrid Metro);40.391150700000004;-3.6951197999999996
60;Palos de la Frontera (Madrid Metro);40.4030775;-3.6941742999999994
61;Delicias (Madrid Metro);40.3999161;-3.6941608999999995
62;Argüelles (Madrid Metro);40.4306636;-3.7159686
63;Almendrales (Madrid Metro);40.38409779999999;-3.6978863
65;Ciudad de los Ángeles (Madrid Metro);40.3595825;-3.6936297
66;Hospital 12 de Octubre (Madrid Metro);40.3750289;-3.6958492
67;San Cristóbal (Madrid Metro);40.3413659;-3.6927862
68;Acacias-Embajadores (Madrid Metro);40.4050625;-3.7027243999999997
69;Villaverde Bajo-Cruce (Madrid Metro);40.3508945;-3.6926457999999998
70;Ventura Rodríguez (Madrid Metro);40.4270848;-3.7134076
72;Moncloa (Madrid Metro);40.4353828;-3.7191483
73;Prosperidad (Madrid Metro);40.4441899;-3.6748168
76;Colón (Madrid Metro);40.425418799999996;-3.6910038
77;Alonso Martínez (Madrid Metro);40.4277226;-3.6959432999999997
79;Canillas (Madrid Metro);40.4638092;-3.6355934999999997
80;Parque de Santa María (Madrid Metro);40.477115500000004;-3.6452396
81;Velázquez (Madrid Metro);40.4250344;-3.6829131
82;Lista (Madrid Metro);40.4291685;-3.6754097999999997
83;Avenida de América (Madrid Metro);40.438035;-3.6766892999999996
84;Alfonso XIII (Madrid Metro);40.4482482;-3.6679119
86;San Lorenzo (Madrid Metro);40.4744713;-3.6395754
88;Esperanza (Madrid Metro);40.4594456;-3.6458138
89;Mar de Cristal (Madrid Metro);40.469424100000005;-3.6383242999999994
90;Arturo Soria (Madrid Metro);40.45582879999999;-3.6561812999999996
91;Manoteras (Madrid Metro);40.4768716;-3.6628981
92;Hortaleza (Madrid Metro);40.4753716;-3.6525732000000004
93;Serrano (Madrid Metro);40.4254357;-3.6866306000000004
94;Diego de León (Madrid Metro);40.43467570000001;-3.6749579
95;Avenida de la Paz (Madrid Metro);40.453539;-3.6611830000000003
97;Campamento (Madrid Metro);40.3948064;-3.7681294000000003
99;Alameda de Osuna (Madrid Metro);40.457792;-3.5875230000000005
100;Aluche (Madrid Metro);40.385628600000004;-3.7608513
103;La Latina (Madrid Metro);40.411279;-3.7081611000000003
104;El Capricho (Madrid Metro);40.4534705;-3.5940072999999995
105;Núñez de Balboa (Madrid Metro);40.4327842;-3.6825787000000005
106;Eugenia de Montijo (Madrid Metro);40.3843858;-3.7512112
107;Marqués de Vadillo (Madrid Metro);40.3973571;-3.7159574999999996
108;Torre Arias (Madrid Metro);40.4437467;-3.6169981
109;Empalme (Madrid Metro);40.390572600000006;-3.7653479
110;Oporto (Madrid Metro);40.388468100000004;-3.7313214
111;Suanzes (Madrid Metro);40.4407959;-3.6268962
112;Rubén Darío (Madrid Metro);40.4331574;-3.6895385000000003
113;Urgel (Madrid Metro);40.3929839;-3.7244252999999996
114;El Carmen (Madrid Metro);40.43189279999999;-3.6575758
115;Pueblo Nuevo (Madrid Metro);40.4356962;-3.6428288
116;Puerta de Toledo (Madrid Metro);40.406811499999996;-3.7108159
117;Pirámides (Madrid Metro);40.4026015;-3.7113817000000004
119;Carabanchel (Madrid Metro);40.387822799999995;-3.7448761
120;Casa de Campo (Madrid Metro);40.4032414;-3.7610123
122;Chueca (Madrid Metro);40.4226162;-3.6976649
123;Ciudad Lineal (Madrid Metro);40.438046899999996;-3.6381589999999995
124;Quintana (Madrid Metro);40.4335811;-3.647359
125;Vista Alegre (Madrid Metro);40.3888466;-3.7398203999999997
127;Canillejas (Madrid Metro);40.449424;-3.6081585
129;Opañel (Madrid Metro);40.3869075;-3.7231287
130;Puerta del Ángel (Madrid Metro);40.41389960000001;-3.7272354
131;Conde de Casal (Madrid Metro);40.4069722;-3.6704034
132;República Argentina (Madrid Metro);40.4437935;-3.6840578
133;Plaza Elíptica (Madrid Metro);40.384491100000005;-3.7183262999999998
135;Lucero (Madrid Metro);40.404785499999996;-3.7455976000000004
136;Nuevos Ministerios (Madrid Metro);40.4466221;-3.6924595
139;Príncipe Pío (Madrid Metro);40.42106810000001;-3.7203687000000008
141;Méndez Álvaro (Madrid Metro);40.3956;-3.678226
143;Usera (Madrid Metro);40.387097499999996;-3.7068947
144;Carpetana (Madrid Metro);40.392703999999995;-3.7409937000000006
145;Ciudad Universitaria (Madrid Metro);40.4435602;-3.7267881000000003
147;Laguna (Madrid Metro);40.399176000000004;-3.7442212
148;Sainz de Baranda (Madrid Metro);40.4150675;-3.6695171
149;Arganzuela-Planetario (Madrid Metro);40.393194799999996;-3.6886229
150;O'Donnell (Madrid Metro);40.422892700000006;-3.6685925999999998
152;Metropolitano (Madrid Metro);40.446435;-3.7194254
153;Alto de Extremadura (Madrid Metro);40.409924600000004;-3.7389312000000006
155;Guzmán el Bueno (Madrid Metro);40.446362;-3.7122904
156;Lacoma (Madrid Metro);40.4850161;-3.723046
157;Islas Filipinas (Madrid Metro);40.4390648;-3.7137345
158;Avenida de la Ilustración (Madrid Metro);40.480099100000004;-3.7184038999999998
159;Barrio del Puerto (Madrid Metro);40.422495700000006;-3.5691925
160;García Noblejas (Madrid Metro);40.4284244;-3.633304
161;Peñagrande (Madrid Metro);40.47592589999999;-3.7158230000000003
162;La Rambla (Madrid Metro);40.4251478;-3.5479247000000003
164;Coslada Central (Madrid Metro);40.4237329;-3.5611867999999993
165;San Blas (Madrid Metro);40.427989000000004;-3.6154635
166;Pitis (Madrid Metro);40.495103799999995;-3.7258413
167;Hospital del Henares (Madrid Metro);40.4176066;-3.5345322999999995
168;Valdezarza (Madrid Metro);40.4648258;-3.7159766000000003
169;Henares (Madrid Metro);40.4177664;-3.5271782999999997
170;Ascao (Madrid Metro);40.430201600000004;-3.6410544000000002
171;Jarama (Madrid Metro);40.422954299999994;-3.5254977
173;Simancas (Madrid Metro);40.4279879;-3.6257196000000005
175;San Fernando (Madrid Metro);40.4244134;-3.5354112
176;Cartagena (Madrid Metro);40.4393407;-3.6721511
177;Parque de las Avenidas (Madrid Metro);40.4394477;-3.6629669999999996
178;Las Musas (Madrid Metro);40.432984000000005;-3.6078807
179;Estadio Olímpico (Madrid Metro);40.4333937;-3.6001502
180;Francos Rodríguez (Madrid Metro);40.456478600000004;-3.7123852999999993
181;Alonso Cano (Madrid Metro);40.4383784;-3.6992483
182;Antonio Machado (Madrid Metro);40.4702206;-3.7176970999999996
184;Gregorio Marañón (Madrid Metro);40.4382539;-3.6914887999999997
185;Barrio de la Concepción (Madrid Metro);40.4390955;-3.6519981
186;Campo de las Naciones (Madrid Metro);40.4638952;-3.6162031999999997
188;Aeropuerto T1-T2-T3 (Madrid Metro);40.468647;-3.5696521
190;Barajas (Madrid Metro);40.4758011;-3.5826117999999996
194;Aeropuerto T4 station;40.49176129999999;-3.5935537
197;Pinar del Rey (Madrid Metro);40.467997499999996;-3.6486678999999995
198;Colombia (Madrid Metro);40.456340600000004;-3.6768254999999996
200;Concha Espina (Madrid Metro);40.4505065;-3.6776132000000006
201;Pío XII (Madrid Metro);40.463004299999994;-3.6757953999999997
202;Mirasierra (Madrid Metro);40.4910935;-3.7163508000000003
203;Puerta de Arganda (Madrid Metro);40.4013157;-3.5959767999999994
204;Paco de Lucía (Madrid Metro);40.499552200000004;-3.7090389999999998
205;Arganda del Rey (Madrid Metro);40.3036662;-3.447521
206;Estrella (Madrid Metro);40.4114722;-3.6617852999999996
207;Pavones (Madrid Metro);40.4005126;-3.6351174
210;Vinateros (Madrid Metro);40.410244299999995;-3.6527335
211;Herrera Oria (Madrid Metro);40.4846443;-3.7075242
213;La Poveda (Madrid Metro);40.3190157;-3.4774474000000004
214;San Cipriano (Madrid Metro);40.4038141;-3.6023979
215;Cruz del Rayo (Madrid Metro);40.444269399999996;-3.6782138999999994
216;Duque de Pastrana (Madrid Metro);40.4676242;-3.679168
217;Ibiza (Madrid Metro);40.4183629;-3.6779697000000002
218;Rivas Futura (Madrid Metro);40.3416956;-3.525004
219;Barrio del Pilar (Madrid Metro);40.4768864;-3.7031628
220;Valdebernardo (Madrid Metro);40.400046200000006;-3.6215607000000003
223;Vicálvaro (Madrid Metro);40.4042126;-3.6088599
224;Rivas Vaciamadrid (Madrid Metro);40.328370899999996;-3.5205975
225;Rivas Urbanizaciones (Madrid Metro);40.366771500000006;-3.5472758
226;Ventilla (Madrid Metro);40.469434899999996;-3.6958778
227;Artilleros (Madrid Metro);40.4052242;-3.6418076
229;Batán (Madrid Metro);40.4078602;-3.7531099
230;Manzanares (river);39.0;-3.367
231;Las Tablas (Madrid Metro);40.5083299;-3.669439
233;Colonia Jardín (Madrid Metro);40.3969795;-3.7746114
234;Baunatal (Madrid Metro);40.554395;-3.6350471
235;Manuel de Falla (Madrid Metro);40.5504843;-3.6468756
236;Tres Olivos (Madrid Metro);40.501204200000004;-3.6952016000000003
237;Hospital Infanta Sofía (Madrid Metro);40.55976679999999;-3.6114579
238;Cuatro Vientos (Madrid Metro);40.3777027;-3.791519
240;Lago (Madrid Metro);40.4164141;-3.7356311
241;La Moraleja (Madrid Metro);40.531952600000004;-3.6355633999999997
242;Montecarmelo (Madrid Metro);40.5052554;-3.6957517
246;Ronda de la Comunicación (Madrid Metro);40.515538899999996;-3.6627707999999997
247;Marqués de la Valdavia (Madrid Metro);40.5410236;-3.6373849000000003
248;Cuzco (Madrid Metro);40.458425899999995;-3.6898553999999995
249;La Granja (Madrid Metro);40.527598700000006;-3.6585919000000002
251;Aviación Española (Madrid Metro);40.3836374;-3.7839188999999998
252;Fuencarral (Madrid Metro);40.4946447;-3.6926354
253;Santiago Bernabéu (Madrid Metro);40.4521419;-3.6903855000000005
255;Begoña (Madrid Metro);40.48041370000001;-3.6858447
256;Reyes Católicos (Madrid Metro);40.5503789;-3.6233956
259;Puerta del Sur (Madrid Metro);40.3452443;-3.8121102
260;Joaquín Vilumbrales (Madrid Metro);40.349846299999996;-3.8071962
262;Abrantes (Madrid Metro);40.3808314;-3.7279058
264;Leganés Central (Madrid Metro);40.3289809;-3.7715389999999998
265;La Fortuna (Madrid Metro);40.3579576;-3.7778277
267;San Francisco (Madrid Metro);40.3735987;-3.7391002
268;La Peseta (Madrid Metro);40.3642223;-3.7569
272;Pan Bendito (Madrid Metro);40.3758644;-3.7341656000000003
273;Carabanchel Alto (Madrid Metro);40.3719641;-3.751764
277;San Nicasio (Madrid Metro);40.3361594;-3.7758707
